,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,LEFT_SHOULDER_Z,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,RIGHT_SHOULDER_Z,LEFT_ELBOW_X,LEFT_ELBOW_Y,LEFT_ELBOW_Z,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,RIGHT_ELBOW_Z,LEFT_WRIST_X,LEFT_WRIST_Y,LEFT_WRIST_Z,RIGHT_WRIST_X,RIGHT_WRIST_Y,RIGHT_WRIST_Z,LEFT_PINKY_X,LEFT_PINKY_Y,LEFT_PINKY_Z,RIGHT_PINKY_X,RIGHT_PINKY_Y,RIGHT_PINKY_Z,LEFT_INDEX_X,LEFT_INDEX_Y,LEFT_INDEX_Z,RIGHT_INDEX_X,RIGHT_INDEX_Y,RIGHT_INDEX_Z,LEFT_THUMB_X,LEFT_THUMB_Y,LEFT_THUMB_Z,RIGHT_THUMB_X,RIGHT_THUMB_Y,RIGHT_THUMB_Z,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_Z,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_Z,LEFT_KNEE_X,LEFT_KNEE_Y,LEFT_KNEE_Z,RIGHT_KNEE_X,RIGHT_KNEE_Y,RIGHT_KNEE_Z,LEFT_ANKLE_X,LEFT_ANKLE_Y,LEFT_ANKLE_Z,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,RIGHT_ANKLE_Z,LEFT_HEEL_X,LEFT_HEEL_Y,LEFT_HEEL_Z,RIGHT_HEEL_X,RIGHT_HEEL_Y,RIGHT_HEEL_Z,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,LEFT_FOOT_INDEX_Z,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_Z
0,0.5711782574653625,0.42576590180397034,-0.10401501506567001,0.5540255904197693,0.43703940510749817,0.11634857952594757,0.5781673192977905,0.5257127285003662,-0.07445896416902542,0.5635301470756531,0.5175415277481079,0.06017310544848442,0.5499555468559265,0.5451832413673401,0.051022209227085114,0.5409289002418518,0.5090603828430176,-0.09367775171995163,0.5409660339355469,0.553734302520752,0.054178617894649506,0.5357290506362915,0.5160841941833496,-0.10641653835773468,0.5406811833381653,0.5393064618110657,0.05319444462656975,0.5344862341880798,0.5070006847381592,-0.11103612184524536,0.5434600114822388,0.53585284948349,0.05708935856819153,0.5377402901649475,0.49620404839515686,-0.10115976631641388,0.5992687940597534,0.5967682003974915,-0.06760507822036743,0.5834441184997559,0.597753643989563,0.06775620579719543,0.5868867039680481,0.7339544296264648,-0.09312283247709274,0.5693093538284302,0.7273812294006348,0.08905099332332611,0.5937930941581726,0.8799307346343994,-0.09435144811868668,0.5680965781211853,0.8672284483909607,0.11849118769168854,0.603163480758667,0.8977594375610352,-0.09786906093358994,0.571979284286499,0.885663628578186,0.1179841160774231,0.5673219561576843,0.9021193385124207,-0.15365855395793915,0.535910964012146,0.8914446234703064,0.08293623477220535
1,0.570931077003479,0.42841991782188416,-0.10036113113164902,0.5539072155952454,0.4378665089607239,0.13082227110862732,0.5764505863189697,0.5273720026016235,-0.08107070624828339,0.5620465874671936,0.5187453627586365,0.08284936845302582,0.5466563105583191,0.5458665490150452,0.025467950850725174,0.5401009321212769,0.5163151025772095,-0.060618966817855835,0.5394135117530823,0.5539855360984802,0.023799948394298553,0.5330747365951538,0.526086151599884,-0.06976735591888428,0.5388386845588684,0.5398425459861755,0.02537301555275917,0.5344911813735962,0.5150966048240662,-0.07702245563268661,0.5413683652877808,0.5362570881843567,0.03162706270813942,0.5375515818595886,0.5068590044975281,-0.06879059970378876,0.5992820858955383,0.5967026948928833,-0.07176722586154938,0.5840895771980286,0.5977716445922852,0.07185335457324982,0.5824488997459412,0.7324919700622559,-0.0933871939778328,0.5692948698997498,0.7268325090408325,0.07685396075248718,0.5911590456962585,0.8792048692703247,-0.09007240831851959,0.5684322714805603,0.8661408424377441,0.08590064942836761,0.6021693348884583,0.8967781066894531,-0.09223942458629608,0.5757737159729004,0.8859272599220276,0.08336128294467926,0.5637611150741577,0.9022443294525146,-0.14246059954166412,0.5383192300796509,0.891688346862793,0.045805856585502625
2,0.57077956199646,0.4297867715358734,-0.09916118532419205,0.5538239479064941,0.4386155903339386,0.13250687718391418,0.5755541324615479,0.5280728936195374,-0.08317426592111588,0.5612784028053284,0.5193060040473938,0.08632465451955795,0.5454279184341431,0.5462992787361145,0.02078990824520588,0.5396345853805542,0.5186354517936707,-0.0555114820599556,0.5386438965797424,0.554236650466919,0.018867190927267075,0.532009482383728,0.5296627879142761,-0.0645485520362854,0.5379929542541504,0.5402839779853821,0.02044731192290783,0.5344945192337036,0.5176625847816467,-0.07206344604492188,0.5404655933380127,0.5366026759147644,0.026887645944952965,0.5374325513839722,0.5100228786468506,-0.06373507529497147,0.5992987751960754,0.5966023206710815,-0.07299789786338806,0.584335446357727,0.5977827906608582,0.07306744903326035,0.5809817910194397,0.7316970229148865,-0.09297240525484085,0.5692751407623291,0.7263810634613037,0.07250060141086578,0.5898939371109009,0.8785026669502258,-0.08474931120872498,0.5689557194709778,0.86524897813797,0.0801938846707344,0.6036494970321655,0.8934817910194397,-0.08633405715227127,0.5775780081748962,0.8859270811080933,0.07757898420095444,0.5632733702659607,0.9022690057754517,-0.13532139360904694,0.5404475331306458,0.8920151591300964,0.03942060098052025
3,0.5700495839118958,0.4312324523925781,-0.09538345783948898,0.5535324811935425,0.4405680000782013,0.13176116347312927,0.5734605193138123,0.529384970664978,-0.0768301710486412,0.5605396628379822,0.521346390247345,0.07948693633079529,0.5435982346534729,0.5489438772201538,0.03834125027060509,0.5396872758865356,0.5240703821182251,-0.06619840860366821,0.5366116762161255,0.5548861026763916,0.0380658283829689,0.533420205116272,0.5291022062301636,-0.07631991058588028,0.5360469818115234,0.5408225655555725,0.0412638857960701,0.5344945192337036,0.5183789730072021,-0.08192701637744904,0.5388687252998352,0.5380399227142334,0.04506443068385124,0.5374991297721863,0.5108380913734436,-0.07382778823375702,0.5995017290115356,0.5964359045028687,-0.07399336993694305,0.5845029354095459,0.5975660681724548,0.07405215501785278,0.5766664147377014,0.7304313778877258,-0.09736032783985138,0.568647027015686,0.7263577580451965,0.07319824397563934,0.5892209410667419,0.8766412734985352,-0.09409432113170624,0.5747866034507751,0.8603625893592834,0.07941555976867676,0.6033649444580078,0.8927758932113647,-0.09545567631721497,0.5784320831298828,0.8858143091201782,0.07675731927156448,0.5610920190811157,0.9026522040367126,-0.1370207518339157,0.5400577187538147,0.8927307724952698,0.041240233927965164
4,0.5693615674972534,0.43309342861175537,-0.08893003314733505,0.5532659292221069,0.4440128803253174,0.13850317895412445,0.5728976130485535,0.5317452549934387,-0.07524837553501129,0.5598201155662537,0.5296214818954468,0.06933058798313141,0.5401903390884399,0.5498627424240112,0.04453925043344498,0.5397074222564697,0.5341957211494446,-0.0901278406381607,0.5324509739875793,0.5549628138542175,0.045646995306015015,0.5334882736206055,0.529737651348114,-0.10037485510110855,0.5320555567741394,0.5409217476844788,0.05217853933572769,0.5344663858413696,0.523961067199707,-0.10120125859975815,0.5354564785957336,0.5386680364608765,0.05295152589678764,0.5372849106788635,0.5208365321159363,-0.09604237228631973,0.5996686220169067,0.5964577794075012,-0.07402043044567108,0.5843652486801147,0.5976353287696838,0.0740637257695198,0.573651909828186,0.7295369505882263,-0.10200665146112442,0.5683752298355103,0.7263567447662354,0.0801352709531784,0.5895034074783325,0.8748801946640015,-0.10469664633274078,0.5643599033355713,0.8602118492126465,0.08916004747152328,0.6039775609970093,0.8927032351493835,-0.10648342221975327,0.572737991809845,0.8840526342391968,0.08732879161834717,0.561198353767395,0.9026820063591003,-0.14719676971435547,0.5339255332946777,0.8929359316825867,0.041752174496650696
5,0.5688492059707642,0.435133695602417,-0.08591721206903458,0.5514093637466431,0.4493744373321533,0.14347080886363983,0.5729852914810181,0.5327199697494507,-0.0763549730181694,0.5589870810508728,0.5332815647125244,0.0639147013425827,0.5382944941520691,0.5535213947296143,0.042257342487573624,0.5379548072814941,0.5308514833450317,-0.1027119979262352,0.5305516123771667,0.5567649602890015,0.04401104897260666,0.5314528942108154,0.5287904739379883,-0.1143132895231247,0.529720664024353,0.5430020093917847,0.05078846216201782,0.5333007574081421,0.5169960856437683,-0.11233498901128769,0.5327988266944885,0.5417070388793945,0.05148554593324661,0.5345591306686401,0.5200928449630737,-0.1078922301530838,0.6001139283180237,0.5961913466453552,-0.07413116097450256,0.5839356184005737,0.5974839329719543,0.07416924089193344,0.5729058384895325,0.7267054915428162,-0.11480684578418732,0.5662505626678467,0.7244236469268799,0.061758290976285934,0.5895383358001709,0.8738778829574585,-0.12608154118061066,0.557457685470581,0.8586446046829224,0.07133779674768448,0.6034919023513794,0.8918830752372742,-0.12921707332134247,0.5673894286155701,0.8818313479423523,0.06903459131717682,0.5603122115135193,0.9028206467628479,-0.17973339557647705,0.5265026688575745,0.892919659614563,0.03153521567583084
6,0.5685431957244873,0.43759989738464355,-0.08072193711996078,0.545648455619812,0.4563595652580261,0.14193278551101685,0.5730315446853638,0.5342023372650146,-0.07889861613512039,0.5584979057312012,0.5430828928947449,0.08870179951190948,0.5386443138122559,0.5591554641723633,-0.0006400739657692611,0.5380123853683472,0.5583444237709045,-0.06540403515100479,0.5309292078018188,0.5627508163452148,-0.007348173763602972,0.5312432646751404,0.5604973435401917,-0.07840920239686966,0.5291824340820312,0.5497505068778992,-0.002111054491251707,0.5324054956436157,0.5489439964294434,-0.08721820265054703,0.5319080352783203,0.5480154156684875,0.0059092966839671135,0.534417450428009,0.5473147630691528,-0.07453764230012894,0.6007063984870911,0.5951676368713379,-0.07405257225036621,0.5833796858787537,0.5971789956092834,0.07409345358610153,0.5730875730514526,0.7243216633796692,-0.12675249576568604,0.5643845796585083,0.722364068031311,0.03719735145568848,0.5866448283195496,0.8728846907615662,-0.13701491057872772,0.5544983744621277,0.8542434573173523,0.04860900342464447,0.5993549227714539,0.8916493654251099,-0.14090296626091003,0.5640372633934021,0.8777189254760742,0.04644593968987465,0.5541568398475647,0.9013956785202026,-0.20230011641979218,0.5244402289390564,0.8923649191856384,0.0027398820966482162
7,0.5675859451293945,0.4405440390110016,-0.07584333419799805,0.5399117469787598,0.46005135774612427,0.1300382912158966,0.5725782513618469,0.5363103747367859,-0.0736219733953476,0.5418925285339355,0.5462251901626587,0.08406968414783478,0.5372065305709839,0.5654525756835938,-0.0011463260743767023,0.5346497297286987,0.5631353855133057,-0.07139485329389572,0.5297176837921143,0.5713242292404175,-0.007515700999647379,0.5298144817352295,0.5670179724693298,-0.08696393668651581,0.5266030430793762,0.5591957569122314,-0.007421522401273251,0.5311486721038818,0.5587279200553894,-0.10008127987384796,0.5294195413589478,0.5570522546768188,0.0033779318910092115,0.5326725244522095,0.5544347763061523,-0.07762392610311508,0.6016432046890259,0.5960249304771423,-0.0734448954463005,0.5822975039482117,0.5971802473068237,0.07347986102104187,0.5737026929855347,0.7248321771621704,-0.16073715686798096,0.5641635060310364,0.7215455770492554,-0.003869300242513418,0.5826218724250793,0.8729279637336731,-0.1669609695672989,0.5558440685272217,0.8504562973976135,0.021626224741339684,0.5924952626228333,0.89324551820755,-0.17077961564064026,0.5650451183319092,0.8741417527198792,0.021079739555716515,0.54763263463974,0.8988894820213318,-0.2448575794696808,0.5237970948219299,0.8854894042015076,-0.03229263424873352
8,0.5665428638458252,0.44383490085601807,-0.10332933813333511,0.5406094193458557,0.458728164434433,0.11215329170227051,0.5715829730033875,0.5393962264060974,-0.09434239566326141,0.5472832918167114,0.5437857508659363,0.08259958028793335,0.5374488234519958,0.5702610611915588,-0.009281693026423454,0.5347508192062378,0.5669994354248047,-0.0741240531206131,0.5302906036376953,0.5758718252182007,-0.015798142179846764,0.5299612283706665,0.5722348690032959,-0.08851507306098938,0.5275325775146484,0.5640409588813782,-0.01659293659031391,0.5308604836463928,0.5635004043579102,-0.10429921001195908,0.5297907590866089,0.561522901058197,-0.005384297110140324,0.53206866979599,0.5601181387901306,-0.07916183769702911,0.6023470163345337,0.5962105989456177,-0.0745600238442421,0.5821976065635681,0.5967185497283936,0.0746072307229042,0.5740898847579956,0.7251721024513245,-0.14531545341014862,0.5631319284439087,0.7190170288085938,-0.001364987576380372,0.5819894075393677,0.8726784586906433,-0.1419380158185959,0.557494044303894,0.8481918573379517,0.025541359558701515,0.5924872159957886,0.8933181166648865,-0.14466634392738342,0.5661128759384155,0.8706884384155273,0.0248635932803154,0.549871563911438,0.8977846503257751,-0.2092268019914627,0.5250247120857239,0.8835235834121704,-0.024737805128097534
9,0.5652292966842651,0.4456627368927002,-0.10115963220596313,0.5399998426437378,0.464505672454834,0.10882027447223663,0.5716110467910767,0.5397085547447205,-0.10230336338281631,0.5519919395446777,0.5541695952415466,0.08903183788061142,0.5377640128135681,0.5785726308822632,-0.05570764094591141,0.5360575914382935,0.5819273591041565,-0.05494898557662964,0.5308024287223816,0.5835056900978088,-0.06926927715539932,0.531599760055542,0.5872284173965454,-0.07203398644924164,0.5283362865447998,0.5740593671798706,-0.06799426674842834,0.5318717360496521,0.5787217617034912,-0.08880148828029633,0.530446469783783,0.5725474953651428,-0.05250692367553711,0.5336259603500366,0.5763271450996399,-0.06592276692390442,0.603797972202301,0.5962075591087341,-0.07256979495286942,0.5823312997817993,0.5970306396484375,0.07264208048582077,0.5741695761680603,0.7248871922492981,-0.13750123977661133,0.5632659196853638,0.7185125350952148,-0.01650785282254219,0.5803241729736328,0.87285315990448,-0.13393723964691162,0.5647478699684143,0.8496956825256348,0.004459837451577187,0.5895416140556335,0.8941152691841125,-0.13744837045669556,0.5683180689811707,0.8703514337539673,0.0037641797680407763,0.5470287203788757,0.8979371190071106,-0.199606254696846,0.5311060547828674,0.8837193846702576,-0.04953862726688385
