LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_PINKY_X,LEFT_PINKY_Y,RIGHT_PINKY_X,RIGHT_PINKY_Y,LEFT_INDEX_X,LEFT_INDEX_Y,RIGHT_INDEX_X,RIGHT_INDEX_Y,LEFT_THUMB_X,LEFT_THUMB_Y,RIGHT_THUMB_X,RIGHT_THUMB_Y,LEFT_HIP_X,LEFT_HIP_Y,RIGHT_HIP_X,RIGHT_HIP_Y,LEFT_KNEE_X,LEFT_KNEE_Y,RIGHT_KNEE_X,RIGHT_KNEE_Y,LEFT_ANKLE_X,LEFT_ANKLE_Y,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,LEFT_HEEL_X,LEFT_HEEL_Y,RIGHT_HEEL_X,RIGHT_HEEL_Y,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y
0.563573003,0.447129577,0.535655737,0.470547348,0.571596026,0.540240407,0.553369641,0.554743767,0.540791452,0.592384577,0.542729974,0.596293747,0.535447836,0.602616072,0.538759112,0.611783981,0.531565666,0.594065964,0.53820771,0.597900033,0.532201171,0.590450227,0.539126337,0.594402254,0.604571342,0.596208453,0.581867993,0.5987463,0.574502766,0.724328339,0.563449264,0.719583154,0.577057242,0.872659206,0.561037779,0.850152612,0.584048629,0.894073546,0.566378891,0.871112645,0.543562531,0.897186697,0.530602813,0.88379544
0.562548339,0.451227576,0.533303142,0.47959882,0.571130157,0.546605408,0.558025599,0.558357179,0.544774234,0.608662248,0.544964075,0.611295938,0.538196921,0.623077035,0.539313376,0.629678786,0.532329917,0.615773499,0.538027287,0.615820646,0.533862591,0.611093462,0.539194882,0.612603068,0.605219901,0.597411573,0.581592441,0.602098882,0.575201154,0.725342989,0.563123226,0.723355114,0.577426791,0.873910189,0.552545369,0.861364424,0.583891511,0.895899355,0.558373213,0.884823859,0.545309603,0.897274435,0.526290417,0.884798706
0.561037302,0.455755711,0.531066835,0.491677552,0.569524407,0.553091884,0.557922482,0.566742837,0.550636351,0.621812999,0.549879849,0.624549806,0.545965314,0.639190495,0.54084003,0.646726787,0.538510919,0.635443985,0.539237618,0.644118845,0.540366292,0.629842103,0.543798089,0.631606221,0.606118619,0.600636661,0.581420124,0.606238961,0.575876534,0.72600317,0.562451482,0.724838078,0.576726079,0.873955965,0.551107049,0.864815831,0.583571196,0.896141231,0.557825804,0.888876915,0.54571259,0.897350371,0.52463311,0.894578218
0.559897184,0.458457828,0.529251337,0.501689851,0.569339156,0.557853818,0.555363834,0.57462275,0.555913329,0.633132577,0.552901149,0.633039534,0.551883519,0.651723206,0.543921411,0.655335307,0.545546889,0.64808166,0.544673741,0.651817977,0.547316194,0.64194715,0.547606707,0.641757071,0.607243598,0.600717425,0.581597745,0.609260321,0.576487839,0.725512862,0.561501384,0.724562645,0.575830519,0.873543441,0.552429914,0.864261627,0.582085967,0.89586401,0.559634507,0.887622178,0.545909643,0.897433877,0.524020553,0.893868327
0.559484899,0.458637267,0.530232608,0.502984643,0.5692662,0.557668388,0.553975999,0.57279098,0.557283163,0.633153856,0.551536798,0.636853695,0.553333402,0.651179373,0.542669535,0.658806324,0.547651172,0.647471964,0.543282092,0.654344022,0.54927206,0.641764045,0.546095312,0.647114158,0.608386517,0.600571275,0.582851529,0.610262692,0.577240825,0.72551924,0.561225653,0.724466681,0.576783121,0.873066902,0.555861175,0.863881767,0.58382988,0.894749045,0.563914239,0.887173355,0.547940493,0.898674548,0.527385533,0.893461704
0.559051335,0.461991429,0.529085279,0.510695934,0.568359077,0.561963677,0.551444173,0.580398917,0.559787154,0.639060795,0.550832033,0.651964605,0.557042599,0.659592927,0.545136333,0.676493824,0.550672293,0.658362925,0.543249726,0.674117088,0.552034259,0.652178347,0.545504153,0.666136861,0.608993649,0.600598454,0.583287835,0.612467289,0.577738106,0.725118101,0.559377313,0.723299146,0.576231778,0.873019755,0.559019685,0.863546431,0.58352989,0.893987,0.569815993,0.887586713,0.548374772,0.899641395,0.534364283,0.894687116
0.55763495,0.464372844,0.528598368,0.517536342,0.567994595,0.558714807,0.550218105,0.588252962,0.564310253,0.64228791,0.555818856,0.658979714,0.564629436,0.662111521,0.554679573,0.684861779,0.559414148,0.664271414,0.554890931,0.680646837,0.560315251,0.655545652,0.55551517,0.673548698,0.609277844,0.600526571,0.583648682,0.614526212,0.576565146,0.723860145,0.555531859,0.720109999,0.575169384,0.872358799,0.52487421,0.848791957,0.583695948,0.893996775,0.530458629,0.875686228,0.54853642,0.900060594,0.490493149,0.868621886
0.556044579,0.467490226,0.528504312,0.520818293,0.567241311,0.561312139,0.550365388,0.595117569,0.566130042,0.650584042,0.559156835,0.668610692,0.567388892,0.671470106,0.558731198,0.694214344,0.563150764,0.674845338,0.559050441,0.69231832,0.563514948,0.666758597,0.559953868,0.685349107,0.610019624,0.601034582,0.585230649,0.616690338,0.573809385,0.723901868,0.556093276,0.72171241,0.572177291,0.872394502,0.534571767,0.846848726,0.581636548,0.89400363,0.539945424,0.87158519,0.543388724,0.901797175,0.503539443,0.872834325
0.555604219,0.471840382,0.527867854,0.524289131,0.565718651,0.566200018,0.549674094,0.599243581,0.565132082,0.650470674,0.560491264,0.664098799,0.567223489,0.671214581,0.561964631,0.688822985,0.564006865,0.674363315,0.562554181,0.68752414,0.564164579,0.666557252,0.563415289,0.679091275,0.61010015,0.602196395,0.586311936,0.619694293,0.57242322,0.724043727,0.558245778,0.731406212,0.570894361,0.873262882,0.537552536,0.849918365,0.579895794,0.895659566,0.542001486,0.875831366,0.540744603,0.910474837,0.505346358,0.876267314
0.554895461,0.473177075,0.527607083,0.526103497,0.564789832,0.56827271,0.5497545,0.602292955,0.564746559,0.652723789,0.560110211,0.671020448,0.566726327,0.672831833,0.560891211,0.696250677,0.563598692,0.675964773,0.561415195,0.694376588,0.563743949,0.668844163,0.562090755,0.687915444,0.610661864,0.603212714,0.587854385,0.621537149,0.571603417,0.724119723,0.561071813,0.735607743,0.570537806,0.872921228,0.538360953,0.850847185,0.579151511,0.895593584,0.542278528,0.876044631,0.539313614,0.910436928,0.503412127,0.876487195
0.554672241,0.474358499,0.527123213,0.528446555,0.56453234,0.568683386,0.548936367,0.60087502,0.564608693,0.651817858,0.559605956,0.668638766,0.566354036,0.671104789,0.560501754,0.693954408,0.563095987,0.674089968,0.560896277,0.691207826,0.563287616,0.666923046,0.561953604,0.683182836,0.611102223,0.604193747,0.588392258,0.622031152,0.572054744,0.724517047,0.561100841,0.735742331,0.570237577,0.873241603,0.539307714,0.851957083,0.579470515,0.895912409,0.543495834,0.877633214,0.54066807,0.911687613,0.504746258,0.877706885
0.554930091,0.474805146,0.527229011,0.527639031,0.564784408,0.567636907,0.548286855,0.600522995,0.564521492,0.653316736,0.558789074,0.670259118,0.566389561,0.673850834,0.559557259,0.697019935,0.56256181,0.676388144,0.559656024,0.69551605,0.562690914,0.668972671,0.560781598,0.686899841,0.611537874,0.604272902,0.588982224,0.622276068,0.571621895,0.723170161,0.561755061,0.735976994,0.56799233,0.873148799,0.549728692,0.857776225,0.577592611,0.895901263,0.55561024,0.882042527,0.533787668,0.91086632,0.523922324,0.890721917
0.555154443,0.47478348,0.527161241,0.52815783,0.564827979,0.569928944,0.548485219,0.601252198,0.564406931,0.656181872,0.558838248,0.67187947,0.565965414,0.677362084,0.559141815,0.700352669,0.562263727,0.679178536,0.559622288,0.697417676,0.562425971,0.672026217,0.560779452,0.688997209,0.611417234,0.604703903,0.588707983,0.624168396,0.571556151,0.720969975,0.563833833,0.738984406,0.568452895,0.873042703,0.578341901,0.86188674,0.577684045,0.895895839,0.58714807,0.882152796,0.536412418,0.917390764,0.563004136,0.906955898
0.555306017,0.473473489,0.527170181,0.526436508,0.564911783,0.569280088,0.54844898,0.600085199,0.564064443,0.657037497,0.558637977,0.670635462,0.565448999,0.677936494,0.558823228,0.6996997,0.561706185,0.679646075,0.559437156,0.696633458,0.56187135,0.672795296,0.560626745,0.688189924,0.611329854,0.605699599,0.58859551,0.625129819,0.571719289,0.72088927,0.565312266,0.741770744,0.568125248,0.873117387,0.576415956,0.866180182,0.578409314,0.897181809,0.584384799,0.885088682,0.536793351,0.919056773,0.558922827,0.909602165
0.555350423,0.472686261,0.527207136,0.524263442,0.564867079,0.569505632,0.547945082,0.598372459,0.564081788,0.65637064,0.558316112,0.668988764,0.565675974,0.676584065,0.558695138,0.695633173,0.561686277,0.678506255,0.558971882,0.693927109,0.56181848,0.672046542,0.560095787,0.685302854,0.611067176,0.606396437,0.588501632,0.624182463,0.570448697,0.722308934,0.565109491,0.741307139,0.566897094,0.873999298,0.570444107,0.865589976,0.577595592,0.897431016,0.577976108,0.884231567,0.534581661,0.918092191,0.549593329,0.905403972
0.55541712,0.472592503,0.527322412,0.524015963,0.564940453,0.568902194,0.547551274,0.597361684,0.564098239,0.655186653,0.557987571,0.668344736,0.565466046,0.67506516,0.558445573,0.695690811,0.561230302,0.677142024,0.558874249,0.692810774,0.561473966,0.670618176,0.559893012,0.684486866,0.609807312,0.606261194,0.586991668,0.623879373,0.569307029,0.722370982,0.564896166,0.740075827,0.565303624,0.874823451,0.573229551,0.864032984,0.57612288,0.897554159,0.581317246,0.881253123,0.532598734,0.919130445,0.55554086,0.903565407
0.555483341,0.472179294,0.527409792,0.523804009,0.5649966,0.568726301,0.54761976,0.596771896,0.564018011,0.654664576,0.557939112,0.667846024,0.565303206,0.674479127,0.558071434,0.694343805,0.561012506,0.676518917,0.558722019,0.692486405,0.561319232,0.670018315,0.55977869,0.684167266,0.609380543,0.606151044,0.5864259,0.623200536,0.569387019,0.722688735,0.564049125,0.736816406,0.565566659,0.875106156,0.572512031,0.864483118,0.576729357,0.897542119,0.579999089,0.88403827,0.532620311,0.918676436,0.549807787,0.902937472
0.555618644,0.471925765,0.527485251,0.521622956,0.565055609,0.568733096,0.547646999,0.596285105,0.563934386,0.653947294,0.557559788,0.667641282,0.565042138,0.673702776,0.556849718,0.694501042,0.560957789,0.675849974,0.557942569,0.690854669,0.561239362,0.669594407,0.558860719,0.682949007,0.608941436,0.606089592,0.585433066,0.622204125,0.569147408,0.722710729,0.55540365,0.725489974,0.568499506,0.874441087,0.522957385,0.841795027,0.578298271,0.896715224,0.527572989,0.865960836,0.532818913,0.917920411,0.48527503,0.864676774
0.556375384,0.471779704,0.527407706,0.516518474,0.565725684,0.569785833,0.546982169,0.595277607,0.563779533,0.653263927,0.555557251,0.667197526,0.564422905,0.672891855,0.555248916,0.693220735,0.559853196,0.674857438,0.555333316,0.689657271,0.560266316,0.668670237,0.555937827,0.681984603,0.60818553,0.607219756,0.584046841,0.621931493,0.567803741,0.723581433,0.550482154,0.726527512,0.569886386,0.874221027,0.508752227,0.84470892,0.580295503,0.896121979,0.512036204,0.869184196,0.539342463,0.918915153,0.476987988,0.861350358
0.557471693,0.469475329,0.526875496,0.512995124,0.567324996,0.568853915,0.546096385,0.592926681,0.562904537,0.652325988,0.552991629,0.667036057,0.562717974,0.672766745,0.552115142,0.691753805,0.557311416,0.674513519,0.550685465,0.687072158,0.558137536,0.66792196,0.551621616,0.680599272,0.606380641,0.606630206,0.581587911,0.621130943,0.565138698,0.721673906,0.549424052,0.722667277,0.570185304,0.873791814,0.524531066,0.849280655,0.580512404,0.89612335,0.53389138,0.87347275,0.540292382,0.926266909,0.505024552,0.885135829
0.558450818,0.467340559,0.526721358,0.510712266,0.568739831,0.566840947,0.545631289,0.590556204,0.560518086,0.650857031,0.550721586,0.664757133,0.558904529,0.671764374,0.547970772,0.688977122,0.552634418,0.671617091,0.546833217,0.681719303,0.553947568,0.664654016,0.548159599,0.675293624,0.605476737,0.606573999,0.580600083,0.621071875,0.565060198,0.721357584,0.549339652,0.721305311,0.572356582,0.873292863,0.561059296,0.854166925,0.582349062,0.89613235,0.57154876,0.878848851,0.543812215,0.92564553,0.535249591,0.893200517
0.558767021,0.466085345,0.525708973,0.508233666,0.569399714,0.565764844,0.544904292,0.588684797,0.558689117,0.647663474,0.546952546,0.662273109,0.556061506,0.66830641,0.545470834,0.684633911,0.549972355,0.666110396,0.543734968,0.676734805,0.551221967,0.659554482,0.544880986,0.66974628,0.604405582,0.606542528,0.578947365,0.621036351,0.564979672,0.721355855,0.54931885,0.720916331,0.574286044,0.873326302,0.567775548,0.854540825,0.583729029,0.896225929,0.578464508,0.879667521,0.548608124,0.912115812,0.542760968,0.89604491
0.558904231,0.465053469,0.525164425,0.506624699,0.569916368,0.564557076,0.544542849,0.587429106,0.557686508,0.646463096,0.546682954,0.659715652,0.554946542,0.667232811,0.544866204,0.681868076,0.548652291,0.664567769,0.543010831,0.674287379,0.54998976,0.657975852,0.544327378,0.667006195,0.604343355,0.606532097,0.578818977,0.620971918,0.564982474,0.721361101,0.549374163,0.720264494,0.574597597,0.873423278,0.567980826,0.855641961,0.584167123,0.896699369,0.579405546,0.885268807,0.548306108,0.908396006,0.542736053,0.896413088
0.558933973,0.463824749,0.524884224,0.505746305,0.570639014,0.561921835,0.544670761,0.586207688,0.556239963,0.642773926,0.544521093,0.653376162,0.552960753,0.663220465,0.542747617,0.672779202,0.54585427,0.65913254,0.539795756,0.665789723,0.547313392,0.653071284,0.540629447,0.659199774,0.60378927,0.606731057,0.578699052,0.621156931,0.56490922,0.722057581,0.550184071,0.722060323,0.574383318,0.873536408,0.568634868,0.856004596,0.584061027,0.896987677,0.579309404,0.885116041,0.548172057,0.904248714,0.544680357,0.895992637
0.558919549,0.462953299,0.524474323,0.504652679,0.570547879,0.561252952,0.544780552,0.585399091,0.552425861,0.63736558,0.541510046,0.649505079,0.548357546,0.65666008,0.539781034,0.667152643,0.541427791,0.653088808,0.536661029,0.660263181,0.543472648,0.646790326,0.53779763,0.654275358,0.602630317,0.607207596,0.577885211,0.621630073,0.564853549,0.724033356,0.550432682,0.726047158,0.574407101,0.872992396,0.567695022,0.856017232,0.584231496,0.896229386,0.57793659,0.88339901,0.548446953,0.902800739,0.542406201,0.895691574
0.558901191,0.462857932,0.524040818,0.50118041,0.569670558,0.561360419,0.544724822,0.580423415,0.549225688,0.631753266,0.539164782,0.640910566,0.545501888,0.650182605,0.538738608,0.656607509,0.538598716,0.645358026,0.53654182,0.647372544,0.540053904,0.638519526,0.537128091,0.641534269,0.601051033,0.607197404,0.576166749,0.621330738,0.564883649,0.726510882,0.549168825,0.727593064,0.574276567,0.872942686,0.566761136,0.856404603,0.584137738,0.895879984,0.576564372,0.882880211,0.548165441,0.902124345,0.540336788,0.895347416
0.55888927,0.462923855,0.522969007,0.49817574,0.56867063,0.561408818,0.544001698,0.573181152,0.543679297,0.62247324,0.536794424,0.630713165,0.539205194,0.641141355,0.535957813,0.648032069,0.532667279,0.634829044,0.534031034,0.638480484,0.533767581,0.62877059,0.534235835,0.631472945,0.599184513,0.606559515,0.573353946,0.619361579,0.564899087,0.727184296,0.548341393,0.729017615,0.574427187,0.871259928,0.565613925,0.856700838,0.584112704,0.894177139,0.574956536,0.882490873,0.549494803,0.901546896,0.538975835,0.909340501
0.558386207,0.462978035,0.522302508,0.495729923,0.565789044,0.56250006,0.54363507,0.57290864,0.536188126,0.619120181,0.527818084,0.62305063,0.5309394,0.633074164,0.526136279,0.633876324,0.524418116,0.625797033,0.522511065,0.625541627,0.525227308,0.621609569,0.5225088,0.621043503,0.597411215,0.605959594,0.570528269,0.616633356,0.566026449,0.727075696,0.547747135,0.729012728,0.575128198,0.870355368,0.564875543,0.858513117,0.584144711,0.892318964,0.57438159,0.882422626,0.550014853,0.900065839,0.538294792,0.913294911
0.558229029,0.463027626,0.522193372,0.493934244,0.56494242,0.563794315,0.5434798,0.571783781,0.534453034,0.618382871,0.528167069,0.621560454,0.52800405,0.632267237,0.525419533,0.633926332,0.522131324,0.624343336,0.521605968,0.624313474,0.523473084,0.620415568,0.522680163,0.620186388,0.597425818,0.605015337,0.570417881,0.614807844,0.566211522,0.727028668,0.547896981,0.7290591,0.575376749,0.867016375,0.562723398,0.858500242,0.583943248,0.887869596,0.574090123,0.880045414,0.551611781,0.900170565,0.537402272,0.911886573
0.557244301,0.46239832,0.522041678,0.490574181,0.559592783,0.56367296,0.538921416,0.569709301,0.526860178,0.615423977,0.51492101,0.605784237,0.519148409,0.627316356,0.512249112,0.617370665,0.513667405,0.616840839,0.509304702,0.609038949,0.51518774,0.612563074,0.509903133,0.604771674,0.597810686,0.603296518,0.57077235,0.612091482,0.569901526,0.726895034,0.548086882,0.728972793,0.576787412,0.865788937,0.56230557,0.858585596,0.58445251,0.886010647,0.57388556,0.878430247,0.554530084,0.900800943,0.536181152,0.902376235
0.556375742,0.462221473,0.522116542,0.488779873,0.550146282,0.563654304,0.53763926,0.569184542,0.512747467,0.597366989,0.511567116,0.595676839,0.503996015,0.603157043,0.508008718,0.607999504,0.499138176,0.590057611,0.504952192,0.598593771,0.501238227,0.588433921,0.505690157,0.59530431,0.598217428,0.603353858,0.571383417,0.611980379,0.57458508,0.725832939,0.548145354,0.72656846,0.582211554,0.865406215,0.560150146,0.859374762,0.588474154,0.886804819,0.571426809,0.878500819,0.560714126,0.901204109,0.536089778,0.900004566
0.553644061,0.462960422,0.524019778,0.485886842,0.540322065,0.562241435,0.524237752,0.566181242,0.505130172,0.578137934,0.500376761,0.578446269,0.496369511,0.58071053,0.494227946,0.580566943,0.493373573,0.569487154,0.491850615,0.572337568,0.495407909,0.568058848,0.494102091,0.570428789,0.598444581,0.605314195,0.573022008,0.612233043,0.578235626,0.725855231,0.548044443,0.725222528,0.591122985,0.865455687,0.559755921,0.859367728,0.596895218,0.887196422,0.570240498,0.878063738,0.57679683,0.901748061,0.535551965,0.897731245
0.549278677,0.465025842,0.529163778,0.48218447,0.533545136,0.560508072,0.523321152,0.564979613,0.501362681,0.566713095,0.496003538,0.559292436,0.492556274,0.563430727,0.485105455,0.55407989,0.490769535,0.554124296,0.485304683,0.548659146,0.493656814,0.554926932,0.488699347,0.549778938,0.599464059,0.607511878,0.57670325,0.612408221,0.582799256,0.731015861,0.548214555,0.725178957,0.59863168,0.869994879,0.559774458,0.8627249,0.606247187,0.890325665,0.570168018,0.88388288,0.58101505,0.903479278,0.53522408,0.897016764
0.548205912,0.470882118,0.530357778,0.484100759,0.527182221,0.560378373,0.514178157,0.553699493,0.498285383,0.547546268,0.493846834,0.542097092,0.490776926,0.545062423,0.486438423,0.539697647,0.490633667,0.536827087,0.488249481,0.534426391,0.494048834,0.538267493,0.492007643,0.535167813,0.60265708,0.609330773,0.580745876,0.613133132,0.585476518,0.734099388,0.549683452,0.725197494,0.600673795,0.874723077,0.559677362,0.866100729,0.608955324,0.896103501,0.569597542,0.888372719,0.579341948,0.903858364,0.530982435,0.896275163
0.548034012,0.471984833,0.530439496,0.484966367,0.526367784,0.559384286,0.510771155,0.551792145,0.498278081,0.545386553,0.492920399,0.539934993,0.491101325,0.543354571,0.486418635,0.53835386,0.491489112,0.53541863,0.488567889,0.533287585,0.494845152,0.536873281,0.492347479,0.534049451,0.603902698,0.610027969,0.581582546,0.613211751,0.585964561,0.734787762,0.550125539,0.725192666,0.601020575,0.874908209,0.559767842,0.865790904,0.609674931,0.896455884,0.568277001,0.888114274,0.578779817,0.904320419,0.528523803,0.895104825
0.545573831,0.471355826,0.532176197,0.485369056,0.52051425,0.553843558,0.510577559,0.552153111,0.492081225,0.52780658,0.491011292,0.529492676,0.485778987,0.527769327,0.486703575,0.529384375,0.48696965,0.520331085,0.488964409,0.521893144,0.491205364,0.521649241,0.492292404,0.52412498,0.60623467,0.609865725,0.584801733,0.613201797,0.586931288,0.735426009,0.552200615,0.724428236,0.601898551,0.876016855,0.55880326,0.865692377,0.610845685,0.89877516,0.567385554,0.887579322,0.578099191,0.904415905,0.527430654,0.893748224
0.543717265,0.472318947,0.53212887,0.485516131,0.520440519,0.554519117,0.51194489,0.539901614,0.49458462,0.532673597,0.489331543,0.520167351,0.488570631,0.533038139,0.485970557,0.521140516,0.489937842,0.524997532,0.48882857,0.514060974,0.494000971,0.525833428,0.491793245,0.516807616,0.608632922,0.609733045,0.587666154,0.612735808,0.587986827,0.735099196,0.554140627,0.724113882,0.602670133,0.876000881,0.557969213,0.865309417,0.613197207,0.900749028,0.565752208,0.888120294,0.578053892,0.904400468,0.523800015,0.892847002
0.545163393,0.473495305,0.53136313,0.48897633,0.525888085,0.551378906,0.511817098,0.544631004,0.494540155,0.530701876,0.489441782,0.524185777,0.487240702,0.528618038,0.485611051,0.521937788,0.488637507,0.522250533,0.488727331,0.516464293,0.492219865,0.523567855,0.491211027,0.518542588,0.610491872,0.609967768,0.586597204,0.612800062,0.590763271,0.735755563,0.555829883,0.724151611,0.603369713,0.875814319,0.564388812,0.861114919,0.611459076,0.900088191,0.57304585,0.881497264,0.578665614,0.90574646,0.542291284,0.893026292
