,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,LEFT_SHOULDER_Z,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,RIGHT_SHOULDER_Z,LEFT_ELBOW_X,LEFT_ELBOW_Y,LEFT_ELBOW_Z,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,RIGHT_ELBOW_Z,LEFT_WRIST_X,LEFT_WRIST_Y,LEFT_WRIST_Z,RIGHT_WRIST_X,RIGHT_WRIST_Y,RIGHT_WRIST_Z,LEFT_HIP_X,LEFT_HIP_Y,LEFT_HIP_Z,RIGHT_HIP_X,RIGHT_HIP_Y,RIGHT_HIP_Z,LEFT_KNEE_X,LEFT_KNEE_Y,LEFT_KNEE_Z,RIGHT_KNEE_X,RIGHT_KNEE_Y,RIGHT_KNEE_Z,LEFT_ANKLE_X,LEFT_ANKLE_Y,LEFT_ANKLE_Z,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,RIGHT_ANKLE_Z,LEFT_HEEL_X,LEFT_HEEL_Y,LEFT_HEEL_Z,RIGHT_HEEL_X,RIGHT_HEEL_Y,RIGHT_HEEL_Z,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,LEFT_FOOT_INDEX_Z,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_Z
0,0.4889267086982727,0.3808589279651642,-0.2780018448829651,0.41372817754745483,0.38843026757240295,-0.18307967483997345,0.4938785433769226,0.4281986653804779,-0.2769588530063629,0.4389009177684784,0.4249986708164215,-0.14354795217514038,0.4738200008869171,0.4656968116760254,-0.32492658495903015,0.45342475175857544,0.4640898108482361,-0.22031114995479584,0.5080758929252625,0.4464835226535797,-0.03391304612159729,0.45917433500289917,0.44661378860473633,0.03385885804891586,0.4943220317363739,0.5013213753700256,-0.13877242803573608,0.4438132047653198,0.4978641867637634,-0.06193044036626816,0.49631139636039734,0.5608965754508972,-0.0963580310344696,0.44034749269485474,0.5610060095787048,-0.03081679157912731,0.496383398771286,0.5695173144340515,-0.10048962384462357,0.447157084941864,0.5691245198249817,-0.03495444729924202,0.479735791683197,0.5747947692871094,-0.23320317268371582,0.3996680676937103,0.5730725526809692,-0.1538722813129425
1,0.4847705066204071,0.3805375099182129,-0.3241775929927826,0.4074457287788391,0.3892344832420349,-0.1863749772310257,0.494509756565094,0.4244155287742615,-0.32026779651641846,0.4355810284614563,0.42621928453445435,-0.13124629855155945,0.4715518653392792,0.46427249908447266,-0.3892582058906555,0.4453592598438263,0.46244993805885315,-0.22712881863117218,0.5087278485298157,0.4456539750099182,-0.04872773960232735,0.4608061909675598,0.44698333740234375,0.04884070158004761,0.49297696352005005,0.500950038433075,-0.2008860856294632,0.4415228068828583,0.49782904982566833,-0.07555423676967621,0.49535423517227173,0.5598400235176086,-0.13986240327358246,0.4360039532184601,0.5611280798912048,-0.016555534675717354,0.4963829815387726,0.569292426109314,-0.14305436611175537,0.44401830434799194,0.5696533918380737,-0.018553191795945168,0.4779589772224426,0.5747377872467041,-0.2838645577430725,0.3954768180847168,0.5730928778648376,-0.1374867707490921
2,0.4828892648220062,0.3802492916584015,-0.33194243907928467,0.4045385718345642,0.3896583020687103,-0.1965102106332779,0.4898485541343689,0.4244146943092346,-0.31615209579467773,0.4326845705509186,0.4268261790275574,-0.13154369592666626,0.4696345925331116,0.4628463685512543,-0.38584983348846436,0.43937820196151733,0.4625052511692047,-0.23703444004058838,0.5087874531745911,0.44509291648864746,-0.051417723298072815,0.46144869923591614,0.4470146596431732,0.051537688821554184,0.4902433753013611,0.5001326203346252,-0.20035190880298615,0.4412819445133209,0.498034805059433,-0.07180038094520569,0.4928218424320221,0.5598530769348145,-0.13577036559581757,0.43490391969680786,0.5613930225372314,-7.404688221868128e-05,0.4931110441684723,0.5692912340164185,-0.1386246532201767,0.4441182315349579,0.5700512528419495,-0.002117929747328162,0.47621577978134155,0.574661135673523,-0.28196388483047485,0.39423882961273193,0.5734332799911499,-0.12431290745735168
3,0.4759862720966339,0.3802870512008667,-0.34392645955085754,0.3964880704879761,0.3899461627006531,-0.20176154375076294,0.4814886450767517,0.42444342374801636,-0.32800668478012085,0.42538732290267944,0.42694926261901855,-0.13299740850925446,0.45732685923576355,0.46246272325515747,-0.3973136842250824,0.42696574330329895,0.46215957403182983,-0.24299949407577515,0.5046156048774719,0.44326072931289673,-0.05478071793913841,0.45816290378570557,0.4463435709476471,0.05491231754422188,0.48187920451164246,0.4989391267299652,-0.21645590662956238,0.43531084060668945,0.498981773853302,-0.04617663100361824,0.48561879992485046,0.559887707233429,-0.16322866082191467,0.4284158945083618,0.5612549781799316,0.020541977137327194,0.4862406849861145,0.5692826509475708,-0.16718629002571106,0.438175231218338,0.5700489282608032,0.018319396302103996,0.4678528308868408,0.5747069716453552,-0.3127474784851074,0.39130452275276184,0.5735863447189331,-0.10270553082227707
4,0.47157859802246094,0.3809400200843811,-0.34054020047187805,0.39255303144454956,0.38998013734817505,-0.2010623663663864,0.4745725393295288,0.42455506324768066,-0.321042537689209,0.4207732379436493,0.4269343912601471,-0.13263188302516937,0.45210394263267517,0.46187347173690796,-0.38781529664993286,0.42201200127601624,0.4618294835090637,-0.24349981546401978,0.5001748204231262,0.44183167815208435,-0.055647075176239014,0.45315590500831604,0.4450456500053406,0.055771101266145706,0.47583720088005066,0.4988540709018707,-0.19498352706432343,0.43116265535354614,0.4996001720428467,-0.04405108094215393,0.48133647441864014,0.560282289981842,-0.1559988260269165,0.42360907793045044,0.561225175857544,0.005220609717071056,0.4835412800312042,0.5701935291290283,-0.16118279099464417,0.43445920944213867,0.5700761079788208,0.0018961175810545683,0.46060943603515625,0.5747013092041016,-0.3003188371658325,0.3888888955116272,0.5736987590789795,-0.11797468364238739
5,0.4709089398384094,0.3836224377155304,-0.33379724621772766,0.3931029140949249,0.3901670575141907,-0.195686474442482,0.47318923473358154,0.42711693048477173,-0.3141724765300751,0.4190951883792877,0.42701205611228943,-0.12119119614362717,0.4480445384979248,0.4619743824005127,-0.3776850402355194,0.4204930067062378,0.4619007110595703,-0.23795951902866364,0.49996909499168396,0.44198861718177795,-0.05696359649300575,0.45271721482276917,0.44445618987083435,0.05705313757061958,0.47521889209747314,0.49894875288009644,-0.2021467685699463,0.430684357881546,0.5004259347915649,-0.05133993923664093,0.4819110035896301,0.5616520643234253,-0.16359873116016388,0.42407679557800293,0.5613619685173035,-0.003145026508718729,0.48444125056266785,0.5716937780380249,-0.16846030950546265,0.4352497160434723,0.570700466632843,-0.00677120266482234,0.4603661298751831,0.5750077366828918,-0.30625173449516296,0.3898928761482239,0.5742875933647156,-0.12693636119365692
6,0.47311320900917053,0.3836418390274048,-0.33897021412849426,0.3956209421157837,0.3878554701805115,-0.18256403505802155,0.4749809801578522,0.42680126428604126,-0.32770857214927673,0.42141860723495483,0.4236932396888733,-0.10538002848625183,0.44665196537971497,0.4600343704223633,-0.3911120593547821,0.41923925280570984,0.4585858881473541,-0.2211805284023285,0.5002700686454773,0.4413009583950043,-0.0595972016453743,0.45385223627090454,0.44392985105514526,0.059700917452573776,0.47745683789253235,0.4980694353580475,-0.19156059622764587,0.4313869774341583,0.5005954504013062,-0.03568695858120918,0.4834459125995636,0.5592498183250427,-0.1296442300081253,0.4257808327674866,0.5608658790588379,0.029886027798056602,0.48533540964126587,0.5687993764877319,-0.1331401765346527,0.43630990386009216,0.570008397102356,0.02809033915400505,0.4631108045578003,0.5744449496269226,-0.2669755220413208,0.3901370167732239,0.5737785696983337,-0.0874185860157013
7,0.4731872081756592,0.3805740177631378,-0.3371339738368988,0.39687299728393555,0.3839839994907379,-0.1767818182706833,0.4683152139186859,0.42367443442344666,-0.32207000255584717,0.4197172522544861,0.41871771216392517,-0.09714633226394653,0.4363449215888977,0.4559672474861145,-0.38224661350250244,0.41323962807655334,0.45139995217323303,-0.21698494255542755,0.5008406043052673,0.4367787837982178,-0.058393556624650955,0.45400169491767883,0.43935856223106384,0.05848684161901474,0.476896196603775,0.4947754442691803,-0.14629864692687988,0.43085139989852905,0.4952859878540039,-0.02756643109023571,0.48291635513305664,0.5528401732444763,-0.07428080588579178,0.4261152446269989,0.5555795431137085,0.05612119659781456,0.482665479183197,0.561048686504364,-0.07702527940273285,0.4361560344696045,0.5636494159698486,0.055928535759449005,0.46418634057044983,0.570020854473114,-0.21296048164367676,0.39303669333457947,0.5688643455505371,-0.06026119738817215
8,0.4687269330024719,0.37938064336776733,-0.33331000804901123,0.39578330516815186,0.38178715109825134,-0.15300984680652618,0.4635826647281647,0.42120903730392456,-0.32244589924812317,0.4153873026371002,0.4167088568210602,-0.07664017379283905,0.42933204770088196,0.452913373708725,-0.3793145418167114,0.40855053067207336,0.4482971727848053,-0.20133215188980103,0.4988501965999603,0.43625378608703613,-0.06216949224472046,0.45400458574295044,0.4381529688835144,0.062281448394060135,0.47400256991386414,0.4942280650138855,-0.14595429599285126,0.42317450046539307,0.4946962893009186,-0.0321296751499176,0.480014830827713,0.5505799055099487,-0.0786372497677803,0.42376741766929626,0.553086519241333,0.052708737552165985,0.4801313281059265,0.5586187243461609,-0.08158998191356659,0.4334971010684967,0.5613600015640259,0.05285319685935974,0.4646528959274292,0.5679847002029419,-0.2159993052482605,0.3916175365447998,0.5661800503730774,-0.059689536690711975
9,0.46862444281578064,0.38072413206100464,-0.3048610985279083,0.3964904844760895,0.3821040093898773,-0.12540633976459503,0.4642442464828491,0.4209306240081787,-0.3026929497718811,0.41295915842056274,0.41676241159439087,-0.06507488340139389,0.4255965054035187,0.44918376207351685,-0.3586576581001282,0.4073381721973419,0.446993887424469,-0.19810958206653595,0.49833065271377563,0.43716755509376526,-0.06323111802339554,0.45424795150756836,0.43899089097976685,0.0633435845375061,0.47233229875564575,0.4940272271633148,-0.14641320705413818,0.42023560404777527,0.49381566047668457,-0.036420028656721115,0.47844356298446655,0.5507204532623291,-0.07757507264614105,0.4222821593284607,0.5517526268959045,0.05050451308488846,0.47688382863998413,0.5589975118637085,-0.08023244142532349,0.4321300983428955,0.5600419640541077,0.05087337642908096,0.4648524522781372,0.567333996295929,-0.21393612027168274,0.3913222551345825,0.5644153356552124,-0.061313971877098083
