,LEFT_SHOULDER_X,LEFT_SHOULDER_Y,RIGHT_SHOULDER_X,RIGHT_SHOULDER_Y,LEFT_ELBOW_X,LEFT_ELBOW_Y,RIGHT_ELBOW_X,RIGHT_ELBOW_Y,LEFT_WRIST_X,LEFT_WRIST_Y,RIGHT_WRIST_X,RIGHT_WRIST_Y,LEFT_PINKY_X,LEFT_PINKY_Y,RIGHT_PINKY_X,RIGHT_PINKY_Y,LEFT_INDEX_X,LEFT_INDEX_Y,RIGHT_INDEX_X,RIGHT_INDEX_Y,LEFT_THUMB_X,LEFT_THUMB_Y,RIGHT_THUMB_X,RIGHT_THUMB_Y,LEFT_HIP_X,LEFT_HIP_Y,RIGHT_HIP_X,RIGHT_HIP_Y,LEFT_KNEE_X,LEFT_KNEE_Y,RIGHT_KNEE_X,RIGHT_KNEE_Y,LEFT_ANKLE_X,LEFT_ANKLE_Y,RIGHT_ANKLE_X,RIGHT_ANKLE_Y,LEFT_HEEL_X,LEFT_HEEL_Y,RIGHT_HEEL_X,RIGHT_HEEL_Y,LEFT_FOOT_INDEX_X,LEFT_FOOT_INDEX_Y,RIGHT_FOOT_INDEX_X,RIGHT_FOOT_INDEX_Y
0,0.4891895651817322,0.36528265476226807,0.4583595395088196,0.39794179797172546,0.5076332688331604,0.48607733845710754,0.48519811034202576,0.502652645111084,0.5144100785255432,0.592044472694397,0.49961844086647034,0.5958638787269592,0.518111526966095,0.617112934589386,0.5043240785598755,0.6205866932868958,0.5128970146179199,0.6171794533729553,0.5033345818519592,0.6189606785774231,0.5124714970588684,0.6087150573730469,0.5030786991119385,0.6107133626937866,0.5591957569122314,0.49350211024284363,0.5347921252250671,0.5074772238731384,0.5372338891029358,0.6554933190345764,0.5204267501831055,0.6568395495414734,0.5334138870239258,0.8231516480445862,0.5294381380081177,0.8179029822349548,0.5467426180839539,0.8571929335594177,0.5427953004837036,0.8491601347923279,0.4982089102268219,0.8540807366371155,0.4927958846092224,0.8526696562767029
1,0.4896138608455658,0.3651310205459595,0.4593605101108551,0.3955175280570984,0.5097590684890747,0.48368462920188904,0.48518744111061096,0.49776917695999146,0.5144104361534119,0.5867919921875,0.49960988759994507,0.5916659832000732,0.5170491933822632,0.6119346022605896,0.5032027959823608,0.6152014136314392,0.5113893747329712,0.6126866936683655,0.5022000074386597,0.6137096285820007,0.5114747881889343,0.6041529178619385,0.5023952722549438,0.6059808135032654,0.5590349435806274,0.4932711720466614,0.5346776247024536,0.5062899589538574,0.5372339487075806,0.654181718826294,0.5197116732597351,0.6559796929359436,0.5347970724105835,0.8215962052345276,0.5294345021247864,0.8167575597763062,0.5470282435417175,0.8543941974639893,0.5413735508918762,0.8482711315155029,0.4981726109981537,0.8537784814834595,0.4919222295284271,0.8525875210762024
2,0.491100937128067,0.3598468005657196,0.4593539834022522,0.3913145065307617,0.511498212814331,0.4778974652290344,0.48445454239845276,0.4892275631427765,0.5131990313529968,0.5800156593322754,0.499183714389801,0.5864541530609131,0.5131717324256897,0.6041921973228455,0.5006726980209351,0.608161985874176,0.5070613622665405,0.6051693558692932,0.49932947754859924,0.606194257736206,0.5080438852310181,0.5967366695404053,0.5002046823501587,0.5983250141143799,0.5585755109786987,0.49318617582321167,0.5339909195899963,0.5060107111930847,0.536846399307251,0.653998851776123,0.5195046663284302,0.6556077599525452,0.5359320640563965,0.8212745785713196,0.5294662714004517,0.8154077529907227,0.5476213097572327,0.8532966375350952,0.5412238836288452,0.8468855023384094,0.4982006549835205,0.8537454009056091,0.49174290895462036,0.8522282242774963
3,0.4923933446407318,0.3508380055427551,0.4595305323600769,0.38637110590934753,0.5134108066558838,0.46566182374954224,0.4839099943637848,0.4818129241466522,0.5111128091812134,0.5692245960235596,0.49899324774742126,0.5775020122528076,0.5098317265510559,0.5930303931236267,0.5002180933952332,0.5977504849433899,0.5037853121757507,0.5916913747787476,0.4984115958213806,0.59508216381073,0.504912257194519,0.5836479663848877,0.4990851879119873,0.5887782573699951,0.557872474193573,0.4929546117782593,0.5334652662277222,0.5060186982154846,0.5357637405395508,0.6536842584609985,0.5189419984817505,0.6555772423744202,0.5366665720939636,0.8208848834037781,0.5293395519256592,0.8145810961723328,0.5479344129562378,0.8506074547767639,0.540187656879425,0.8450936675071716,0.4993925988674164,0.8542032837867737,0.49180182814598083,0.8522223830223083
4,0.49403080344200134,0.3446415066719055,0.45952028036117554,0.38162657618522644,0.5147693753242493,0.457703560590744,0.48372548818588257,0.4752575755119324,0.5097712278366089,0.5603551268577576,0.49853625893592834,0.5676875710487366,0.5084255933761597,0.583318829536438,0.49927932024002075,0.5873197913169861,0.5024924874305725,0.5816986560821533,0.4976420998573303,0.584806501865387,0.5036064982414246,0.5734167695045471,0.49857625365257263,0.5779904723167419,0.557607114315033,0.4929271936416626,0.5328974723815918,0.5061924457550049,0.535080075263977,0.6539406180381775,0.5184840559959412,0.6561455130577087,0.5373268127441406,0.8212392926216125,0.5292510986328125,0.8146252036094666,0.5487733483314514,0.8505381941795349,0.5399776101112366,0.8451434969902039,0.5009514093399048,0.8543481826782227,0.4922180771827698,0.852102518081665
5,0.49515944719314575,0.3378296196460724,0.4595351815223694,0.3783232867717743,0.5152269005775452,0.45269662141799927,0.48352640867233276,0.471365749835968,0.5089198350906372,0.5548192262649536,0.4983441233634949,0.5612644553184509,0.5076379179954529,0.5766222476959229,0.4985027313232422,0.5812251567840576,0.5012403726577759,0.5734705328941345,0.4964638352394104,0.5777308344841003,0.5024498701095581,0.5655025839805603,0.4976108968257904,0.5705986022949219,0.5570975542068481,0.49396851658821106,0.532248854637146,0.508224606513977,0.5344071388244629,0.6550039649009705,0.5176403522491455,0.6583118438720703,0.5373260378837585,0.8214641213417053,0.5287219285964966,0.8146622180938721,0.549174964427948,0.8507102727890015,0.5398811101913452,0.8449203372001648,0.50118088722229,0.8560900092124939,0.49238044023513794,0.8526334166526794
6,0.49593645334243774,0.33035680651664734,0.4595315456390381,0.37462255358695984,0.5159412026405334,0.444031685590744,0.48308366537094116,0.4665239453315735,0.5081954002380371,0.5501906275749207,0.4983406066894531,0.5554966926574707,0.5069320201873779,0.5701267719268799,0.4985153079032898,0.5746347308158875,0.5006831884384155,0.567240297794342,0.4964599013328552,0.571366548538208,0.5020631551742554,0.5596790909767151,0.4975524842739105,0.565302848815918,0.5561736822128296,0.494777113199234,0.5309388041496277,0.5102019906044006,0.5340341329574585,0.6558899283409119,0.5153741836547852,0.6593742370605469,0.5372379422187805,0.8214754462242126,0.5283970832824707,0.8146841526031494,0.5503025650978088,0.8507001996040344,0.5404837131500244,0.8448078632354736,0.5027501583099365,0.857290506362915,0.4933132231235504,0.8526315689086914
7,0.4968079924583435,0.3288658857345581,0.45945411920547485,0.37156781554222107,0.517207145690918,0.44214633107185364,0.4831710755825043,0.46168252825737,0.5079925060272217,0.547235906124115,0.49838700890541077,0.5495533347129822,0.5060954093933105,0.5672368407249451,0.4983366131782532,0.5690321326255798,0.49991726875305176,0.5635514855384827,0.49615806341171265,0.5662753582000732,0.5014876127243042,0.5559594631195068,0.49750596284866333,0.5596350431442261,0.555460512638092,0.49571141600608826,0.5285887122154236,0.5108673572540283,0.5340676307678223,0.6567444205284119,0.5145460367202759,0.6599555015563965,0.537209153175354,0.8220484256744385,0.526400625705719,0.8150624632835388,0.5503302812576294,0.8507473468780518,0.5395134687423706,0.8448449969291687,0.5040751695632935,0.8597919344902039,0.4933198094367981,0.8526313900947571
8,0.49693116545677185,0.32979053258895874,0.45933112502098083,0.3699784278869629,0.5178892612457275,0.4424628019332886,0.48330801725387573,0.4606870412826538,0.5078073740005493,0.5459802746772766,0.49833616614341736,0.5482672452926636,0.5051307678222656,0.5666094422340393,0.49735039472579956,0.5676299929618835,0.49909496307373047,0.5631894469261169,0.49500536918640137,0.5659531354904175,0.5009130239486694,0.5556016564369202,0.4965798258781433,0.559926450252533,0.5549116730690002,0.4969410002231598,0.5273060202598572,0.5119485259056091,0.5340957641601562,0.6581097841262817,0.5145770311355591,0.6604319214820862,0.5372166037559509,0.8230569362640381,0.5254285931587219,0.8152677416801453,0.5503105521202087,0.851252555847168,0.5377124547958374,0.8448292016983032,0.5044295191764832,0.8613983392715454,0.4929982125759125,0.8526098132133484
9,0.49692782759666443,0.32986488938331604,0.4593338370323181,0.369536429643631,0.5180454254150391,0.44287654757499695,0.4843966066837311,0.46105214953422546,0.5078469514846802,0.5451781153678894,0.498378187417984,0.5509495735168457,0.5047757625579834,0.5666379332542419,0.49735385179519653,0.569742739200592,0.4987545609474182,0.5634521842002869,0.4948432445526123,0.5687265992164612,0.5006515383720398,0.5558948516845703,0.496570885181427,0.5621863007545471,0.554804265499115,0.4986943304538727,0.5272897481918335,0.5147219300270081,0.5346032381057739,0.658162534236908,0.5140358209609985,0.6614939570426941,0.5372036695480347,0.8228857517242432,0.5242887735366821,0.8165674805641174,0.5502457022666931,0.8513128757476807,0.5354989767074585,0.8453817367553711,0.5046977400779724,0.8611668944358826,0.49291008710861206,0.8527330160140991
10,0.49714285135269165,0.3312952518463135,0.4592972695827484,0.3698902130126953,0.5176949501037598,0.4449489414691925,0.48412975668907166,0.46258071064949036,0.5078743696212769,0.547661542892456,0.4988240599632263,0.5533313155174255,0.5053355693817139,0.568859338760376,0.4974280893802643,0.5723387598991394,0.49932774901390076,0.5662617087364197,0.4950202405452728,0.5703511834144592,0.5009786486625671,0.5587422251701355,0.49666839838027954,0.56401127576828,0.5548630952835083,0.4989152252674103,0.5272247195243835,0.5156092047691345,0.5362226963043213,0.6581258773803711,0.5139905214309692,0.661404550075531,0.5371609926223755,0.8230764269828796,0.5243960618972778,0.8189942836761475,0.5497599840164185,0.8513529300689697,0.5359520316123962,0.8464484810829163,0.5045262575149536,0.8610891103744507,0.49389219284057617,0.8535324335098267
